sõna	liik	kokku	aja	ilu
puha	D	15	2	13
puhang	S	5	3	2
puhas	A	231	76	155
puhastama	V	57	27	30
puhastamine	S	20	17	3
puhastav	A	5	3	2
puhk	S	91	64	27
puhkaja	S	7	6	1
puhkama	V	97	21	76
puhkema	V	69	36	33
puhkepaik	S	6	3	3
puhkepäev	S	12	11	1
puhkus	S	66	39	27
puhtalt	D	31	18	13
puhtam	A	13	3	10
puhtus	S	15	10	5
puhul	D	264	206	58
puhuma	V	77	33	44
puhuti	D	9	2	7
puhvet	S	12	3	9
puiestee	S	28	22	6
puistama	V	25	6	19
puit	S	16	13	3
pukk	S	10	3	7
pulbitsev	A	6	3	3
pulk	S	14	5	9
pull	A/S	19	10	9
pulm	S	30	7	23
pulss	S	8	5	3
pult	S	8	3	5
pump	S	6	4	2
puna	S	8	1	7
punaarmee	S	10	6	4
punakas	A	13	1	12
punane	A/S	315	141	174
punapea	S	5	2	3
punastama	V	13	1	12
pundar	S	5	1	4
punetama	V	8	1	7
punetav	A	8	1	7
punkt	S	193	164	29
punnima	V	5	1	4
punuma	V/V	11	3	8
purema	V	8	1	7
puri	S	9	4	5
purjus	D	73	30	43
purjuspäi	D	12	8	4
purk	S	13	3	10
purskkaev	S	11	1	10
purskuma	V	8	2	6
puru	D/S	15	4	11
puruks	D	22	6	16
purunema	V	29	16	13
purunemine	S	8	6	2
purustama	V	27	11	16
pusima	V	5	2	3
puskar	S	7	3	4
pussitama	V	5	2	3
putka	S	9	1	8
putukas	S	29	13	16
puu	S	271	73	198
puudu	D	37	20	17
puuduja	S	5	1	4
puudulik	A	15	10	5
puuduma	V	218	146	72
puudumine	S	79	60	19
puudus	S	68	50	18
puudutama	V	154	73	81
puudutav	A	27	24	3
puudutus	S	15	3	12
puuduv	A	9	7	2
puuk	S	15	5	10
puuoks	S	6	1	5
puur	S/S	23	3	20
puurima	V	16	3	13
puus	S	29	6	23
puutuma	V	131	42	89
puutumatu	A	8	6	2
puutumatus	S	5	4	1
puutuv	A	6	4	2
puutüvi	S	9	3	6
puuvili	S	13	10	3
puuvillane	A	5	3	2
puänt	S	5	3	2
põdema	V	10	6	4
põder	S	34	11	23
põdev	A	6	5	1
põgeneja	S	5	4	1
põgenema	V	100	31	69
põgenemine	S	13	6	7
põgenik	S	22	11	11
põgus	A	13	4	9
põgusalt	D	10	3	7
põhi	S	145	60	85
põhikool	S	33	32	1
põhiline	A	43	37	6
põhiliselt	D	53	45	8
põhimõte	S	83	63	20
põhimõtteline	A	29	26	3
põhimõtteliselt	D	60	58	2
põhinema	V	31	28	3
põhiosa	S	5	4	1
põhiseaduslik	A	7	5	2
põhjal	D	104	88	16
põhjalik	A	32	23	9
põhjalikult	D	42	19	23
põhjalikum	A	6	5	1
põhjalikumalt	D	6	2	4
põhjama	V	12	1	11
põhjamaine	A	8	4	4
põhjanaaber	S	16	15	1
põhjarannik	S	13	9	4
põhjavesi	S	6	5	1
põhjendama	V	102	93	9
põhjendamatu	A	10	8	2
põhjendus	S	27	22	5
põhjus	S	388	270	118
põhjustaja	S	5	4	1
põhjustama	V	99	85	14
põhk	S	24	18	6
põikama	V	22	4	18
põimima	V	9	2	7
põimuma	V	13	7	6
põld	S	101	46	55
põlema	V	133	48	85
põlemine	S	8	3	5
põletama	V	48	11	37
põletamine	S	11	7	4
põletav	A	10	3	7
põlev	A	9	2	7
põlevkivi	S	10	9	1
põlgama	V	23	5	18
põline	A	15	9	6
põll	S	18	2	16
põllumaa	S	8	5	3
põllumajandus	S	59	57	2
põllumajandussaadus	S	10	9	1
põllumees	S	32	29	3
põlluserv	S	8	2	6
põllutöö	S	5	3	2
põllutööline	S	5	4	1
põlv	S	100	14	86
põlvili	D	29	2	27
põlvitama	V	7	1	6
põlvkond	S	66	48	18
põnev	A	48	28	20
põnevam	A	11	7	4
põnevus	S	13	6	7
põrand	S	161	35	126
põrandaalune	A/S	5	3	2
põrgu	S	22	4	18
põrkama	V	28	8	20
põrkuma	V	14	5	9
põrm	S	20	6	14
põrmugi	D	24	3	21
põrnitsema	V	34	2	32
põrsas	S	9	7	2
põrutama	V	15	4	11
põsk	S	80	6	74
põud	S	8	3	5
põuetasku	S	15	1	14
põõsas	S	51	8	43
pädev	A	7	5	2
päev	S	1380	677	703
päevakord	S	23	22	1
päevane	A	16	6	10
päevapalk	S	6	5	1
päevapealt	D	8	5	3
päevaraamat	S	12	2	10
päevaraha	S	6	5	1
päevauudis	S	5	1	4
päevavalge	S	9	7	2
päevavalgus	S	7	1	6
päevik	S	28	18	10
pähe	D	28	8	20
pähkel	S	9	6	3
päike	S/S	220	34	186
päikeseline	A	7	4	3
päikesepaiste	S	7	1	6
päikesepaisteline	A	12	3	9
päikesetõus	S	6	5	1
päikesevalgus	S	12	3	9
päine	A	7	2	5
pälvima	V	36	29	7
pärale	D	21	1	20
päralt	D	8	1	7
pärand	S	8	6	2
pärandama	V	13	6	7
pärandus	S	6	4	2
pärast	D	1567	811	756
pärastlõuna	S	47	27	20
pärg	S	27	14	13
päri	D	11	7	4
pärija	S	11	5	6
pärima	V	190	50	140
pärimine	S	9	1	8
pärinema	V	53	37	16
pärinev	A	5	4	1
päris	D	307	92	215
päriseks	D	5	2	3
päriselt	D	51	9	42
pärit	D	119	88	31
päritolu	S	38	24	14
pärl	S	6	3	3
pärn	S	41	36	5
pärssima	V	15	12	3
päts	S/S	13	1	12
pätt	S	15	5	10
pääl	D	17	4	13
pääle	D	19	2	17
pääs	S	28	16	12
pääsema	V	279	146	133
pääsemine	S	26	18	8
päästeamet	S	29	28	1
päästerõngas	S	5	3	2
päästeteenistus	S	14	13	1
päästev	A	9	4	5
päästja	S	8	3	5
päästma	V	114	45	69
päästmine	S	17	13	4
pääsuke	S	21	3	18
pöial	S	15	4	11
pöid	S	5	2	3
pööning	S	16	3	13
pöörama	V	237	59	178
pööramine	S	6	3	3
pöörane	A	18	5	13
pöörduma	V	241	74	167
pöördumatu	A	10	1	9
pöördumine	S	26	20	6
pööre	S	23	10	13
pööripäev	S	5	4	1
pööritama	V	7	2	5
pöörlema	V	15	5	10
pöörlev	A	7	5	2
püha	A/S	69	31	38
pühadus	S	7	4	3
pühak	S	8	3	5
pühapäev	S	112	88	24
pühapäevane	A	12	6	6
pühapäeviti	D	7	4	3
pühendama	V	44	31	13
pühenduma	V	15	12	3
püherdama	V	5	1	4
pühitsema	V	11	5	6
pühkima	V	73	10	63
püks	S	92	18	74
püksirihm	S	12	5	7
pürgija	S	11	10	1
pürgima	V	17	10	7
pürgimine	S	6	4	2
pürgiv	A	8	5	3
püsima	V	172	86	86
püsimajäämine	S	5	4	1
püsimine	S	14	13	1
püsiv	A	25	13	12
püsivus	S	13	10	3
püss	S	34	11	23
püsti	D	141	20	121
püstitama	V	29	23	6
püstol	S	47	27	20
püstolkuulipilduja	S	9	3	6
püüdev	A	7	3	4
püüdja	S	5	2	3
püüdlema	V	11	6	5
püüdlik	A	7	1	6
püüdlus	S	10	7	3
püüdma	V	602	230	372
püüdmine	S	13	12	1
püüe	S	13	5	8
raadio	S	122	65	57
raadiojaam	S	9	6	3
raam	S	40	20	20
raamat	S	405	218	187
raamatukauplus	S	5	4	1
raamatukogu	S	107	64	43
raamatupidaja	S	16	13	3
raamatupidamine	S	22	20	2
raamatupood	S	10	5	5
raamaturiiul	S	11	5	6
raamatutarkus	S	6	1	5
raames	D	24	22	2
raamima	V	5	3	2
raasuke	S	7	4	3
raatsima	V	9	1	8
raba	S	19	13	6
rabama	V	23	5	18
rabelema	V	24	7	17
rabelemine	S	8	6	2
rada	S	81	38	43
radiaator	S	6	1	5
radikaalne	A	10	8	2
raekoda	S	35	32	3
raev	S	17	1	16
raevukalt	D	10	3	7
raevukas	A	6	1	5
ragin	S	14	2	12
raha	S	941	714	227
rahaasi	S	7	3	4
rahakott	S	43	30	13
rahaline	A	44	41	3
rahandusministeerium	S	49	48	1
rahapakk	S	7	4	3
rahapuudus	S	7	6	1
rahareform	S	7	6	1
rahasumma	S	8	7	1
rahatäht	S	22	13	9
rahe	S	5	3	2
rahn	S	13	8	5
rahu	S	158	48	110
rahuaeg	S	9	8	1
rahul	D	93	56	37
rahuldama	V	49	36	13
rahuldamine	S	6	2	4
rahuldav	A	19	12	7
rahulduma	V	5	4	1
rahuldus	S	17	4	13
rahule	D	55	16	39
rahuleping	S	10	8	2
rahulik	A	94	24	70
rahulikult	D	98	30	68
rahulikum	A	6	3	3
rahulikumalt	D	6	1	5
rahulolematu	A/S	13	9	4
rahulolematus	S	8	5	3
rahulolev	A	21	6	15
rahulolu	S	14	6	8
rahumeeli	D	12	3	9
rahumeelne	A	6	4	2
rahunema	V	30	10	20
rahustama	V	41	15	26
rahustav	A	13	3	10
rahutu	A	31	5	26
rahutus	S	31	8	23
rahvahulk	S	11	5	6
rahvamaja	S	18	14	4
rahvas	S	542	316	226
rahvus	S	56	46	10
rahvuskaaslane	S	5	4	1
rahvuskultuur	S	8	7	1
rahvuslik	A	99	90	9
rahvusriik	S	8	7	1
rahvusvaheline	A	215	208	7
raisk	S/S	19	1	18
raiskama	V	38	16	22
raiskamine	S	12	11	1
raisku	D	8	1	7
raiuma	V	33	8	25
rajaja	S	12	11	1
rajama	V	76	59	17
rajamine	S	51	46	5
rajanema	V	9	6	3
rajatav	A	9	7	2
rajatis	S	6	5	1
rajoon	S	21	9	12
rake	S	6	1	5
rakendama	V	58	52	6
rakendus	S	7	6	1
rakett	S	16	9	7
rakk	S/S	12	7	5
ralli	S	5	4	1
ramm	S	7	5	2
rammima	V	10	6	4
rand	S	134	79	55
range	A	32	17	15
rangelt	D	29	14	15
rangem	A	9	8	1
rangus	S	7	3	4
ranits	S	8	1	7
rannaküla	S	20	1	19
rannaliiv	S	10	2	8
rannik	S	19	12	7
rant	S	5	2	3
raport	S	23	20	3
raputama	V	83	5	78
rase	A/S	16	7	9
rasedus	S	17	9	8
raseerima	V	5	2	3
raske	A	487	245	242
raskelt	D	37	15	22
raskem	A	80	45	35
raskesti	D	16	7	9
raskune	A	6	4	2
raskus	S	79	45	34
rass	S	6	2	4
rassima	V	6	3	3
rasv	S	16	14	2
rasva	D	7	5	2
rasvane	A	14	3	11
ratas	S	83	52	31
ratastool	S	6	3	3
ratsionaalne	A	5	3	2
ratsutama	V	13	2	11
rattur	S	13	12	1
raud	S	64	37	27
raudne	A	21	4	17
raudtee	S	82	61	21
raudteejaam	S	23	13	10
raudteelane	S	5	1	4
raudteetamm	S	5	2	3
rauk	S	8	2	6
ravi	S	43	34	9
ravim	S	38	33	5
ravima	V	20	12	8
ravimine	S	5	4	1
reaalne	A	45	38	7
reaalselt	D	13	11	2
reaalsus	S	23	10	13
reageerima	V	35	19	16
reageerimine	S	7	4	3
reageering	S	10	7	3
reaktsioon	S	23	12	11
realiseerima	V	14	10	4
realiseerimine	S	20	18	2
realistlik	A	10	8	2
reamees	S	5	2	3
rebane	S	53	25	28
rebenema	V	13	1	12
rebestama	V	6	3	3
rebima	V	60	16	44
redel	S	5	2	3
reede	S	130	119	11
reedene	A	6	5	1
reegel	S	67	48	19
reetma	V	30	5	25
reetmine	S	12	2	10
reetur	S	11	3	8
refereerima	V	5	2	3
referendum	S	17	15	2
reform	S	40	39	1
regi	S	25	5	20
register	S	17	15	2
registreerima	V	64	53	11
registreerimine	S	11	10	1
regulaarne	A	7	5	2
regulaarselt	D	12	11	1
reguleerima	V	33	30	3
reguleerimine	S	12	11	1
reha	S	9	1	8
rehetuba	S	6	2	4
rehkendama	V	12	3	9
rehmama	V	6	1	5
rehv	S	34	33	1
reibas	A	18	4	14
reid	S/S	11	8	3
reipalt	D	7	1	6
reis	S/S	109	63	46
reisija	S	37	31	6
reisikulu	S	5	3	2
reisilaev	S	5	3	2
reisima	V	23	10	13
reklaam	S	65	52	13
reklaamima	V	18	16	2
rektor	S	33	31	2
religioon	S	6	2	4
relv	S	107	71	36
relvastama	V	16	11	5
relvaäri	S	9	8	1
remont	S	72	53	19
remontima	V	19	15	4
remontimine	S	7	6	1
renoveerima	V	7	6	1
rent	S	26	24	2
rentima	V	18	17	1
rentimine	S	7	6	1
rentnik	S	14	13	1
rentsel	S	5	1	4
reostama	V	5	3	2
repertuaar	S	15	10	5
repliik	S	20	15	5
reporter	S	10	7	3
repressioon	S	9	8	1
reserv	S	20	17	3
reserveerima	V	7	5	2
residents	S	8	7	1
ressurss	S	21	18	3
rest	S/S	6	2	4
restaureerima	V	5	3	2
restoran	S	74	38	36
režiim	S	8	3	5
režissöör	S	23	17	6
retk	S	15	14	1
retooriline	A	8	5	3
retsept	S	12	3	9
revolutsioon	S	24	13	11
revolver	S	10	4	6
riba	S	22	8	14
ribi	S	6	2	4
rida	S	154	72	82
ridamisi	D	6	4	2
rihm	S	18	1	17
riidekapp	S	8	4	4
riidetükk	S	10	2	8
riie	S	174	29	145
riietama	V	10	4	6
riietuma	V	11	6	5
riietus	S	11	5	6
riigiametnik	S	36	33	3
riigiettevõte	S	17	16	1
riigijuht	S	10	6	4
riigikaitse	S	21	20	1
riigikogu	S	427	424	3
riigimees	S	8	4	4
riigipea	S	15	13	2
riigipiir	S	7	3	4
riigipööre	S	5	3	2
riik	S	1206	1085	121
riikidevaheline	A	11	10	1
riiklik	A	124	114	10
riis	S	9	8	1
riismed	S	5	2	3
riist	S	14	4	10
riisuma	V	11	4	7
riit	S	21	3	18
riiul	S	61	8	53
riivama	V	17	4	13
riivima	V	6	5	1
rikas	A	68	39	29
rikkalik	A	5	4	1
rikkam	A	11	7	4
rikkis	D	5	1	4
rikkuma	V	142	88	54
rikkumine	S	45	43	2
rikkus	S	26	16	10
rind	S	179	39	140
rindkere	S	5	4	1
ring	S	91	51	40
ringi	D	269	62	207
ringis	D	14	10	4
ringkaitse	S	6	5	1
ringkond	S	26	21	5
ringlema	V	7	3	4
ringsõit	S	5	4	1
rinnahoidja	S	8	1	7
rinnavähk	S	6	4	2
rinne	S	38	10	28
rippuma	V	84	18	66
rippuv	A	19	4	15
ripse	S	10	1	9
riputama	V	37	14	23
risk	S	40	33	7
riskantne	A	6	5	1
riskima	V	15	11	4
rist	S	113	57	56
risti	D	49	27	22
ristik	S	12	9	3
ristima	V	23	13	10
ristiusk	S	9	5	4
ristmik	S	34	27	7
ristsõna	S	7	6	1
ristumine	S	5	4	1
rituaal	S	6	3	3
rivaal	S	22	21	1
rivi	S	37	10	27
rohekas	A	15	2	13
roheline	A	152	60	92
rohelus	S	8	1	7
rohi	S	55	11	44
rohke	A	13	5	8
rohkem	D	867	505	362
rohkesti	D	23	16	7
rohkus	S	9	5	4
rohtla	S	7	6	1
rohtu	D	12	4	8
roll	S	128	108	20
romaan	S	46	27	19
romantika	S	7	2	5
romantiline	A	20	13	7
rong	S	117	42	75
rongkäik	S	11	8	3
ronima	V	115	15	100
ronimine	S	6	1	5
roobas	S	8	2	6
roog	S/S	14	11	3
rookima	V	8	2	6
rool	S	29	11	18
roomama	V	29	4	25
roos	S	24	11	13
roosa	A/S	36	7	29
roosakas	A	6	1	5
roosiline	A	6	4	2
rooste	S	10	5	5
roostes	D	11	1	10
roostetama	V	14	1	13
rootsi	A	40	19	21
rootslane	S	43	31	12
ropendama	V	8	3	5
ropp	A	5	1	4
roppus	S	5	2	3
rott	S	28	2	26
rubla	S	122	72	50
rubriik	S	7	5	2
rukis	S	12	7	5
rukkilill	S	9	4	5
rull	S	7	4	3
rullima	V	9	6	3
rulluma	V	10	2	8
rumal	A	59	13	46
rumalus	S	31	14	17
rumeenlane	S	13	3	10
rusikas	S	47	12	35
rusu	S	6	4	2
rutem	D	8	1	7
rutiin	S	7	3	4
rutiinne	A	6	4	2
ruttama	V	57	9	48
ruttu	D	58	17	41
ruuduline	A	12	1	11
ruum	S	247	115	132
ruut	S	17	2	15
ruutmeeter	S	53	48	5
rõdu	S	37	13	24
rõhk	S	14	10	4
rõhuma	V	17	6	11
rõhutama	V	104	75	29
rõhutatult	D	9	5	4
rõhuv	A	6	1	5
rõivas	S	43	14	29
rõngas	S	18	9	9
rõõm	S	139	52	87
rõõmsalt	D	32	7	25
rõõmus	A	56	15	41
rõõmustama	V	47	23	24
rõõsk	A	8	1	7
räbal	A/S	7	1	6
räige	A	6	5	1
räim	S	9	8	1
rämps	A/S	6	3	3
ränd	S	5	3	2
rändama	V	30	13	17
rändamine	S	6	5	1
rändav	A	9	3	6
rängem	A	5	2	3
ränk	A	31	13	18
ränkraske	A	5	3	2
rännak	S	13	4	9
räpakas	A	5	2	3
räpane	A	25	6	19
räsima	V	14	4	10
rätik	S	24	1	23
rätsep	S	49	30	19
rääkija	S	9	1	8
rääkima	V	1494	630	864
rääkimata	D	64	39	25
rääkimine	S	35	9	26
rääkiv	A	12	7	5
räämas	D	7	2	5
räästas	S	12	1	11
rööbas	S	15	6	9
röökima	V	13	4	9
rööv	S	17	16	1
röövel	S	46	30	16
röövik	S	6	5	1
röövima	V	58	33	25
röövimine	S	12	9	3
rügama	V	5	1	4
rühikas	A	6	1	5
rühkima	V	9	2	7
rühm	S	55	40	15
rühmaülem	S	9	4	5
ründaja	S	17	14	3
ründama	V	56	31	25
rünnak	S	53	42	11
rüpp	S	22	8	14
rütm	S	36	9	27
rüü	S	10	3	7
rüüpama	V	48	2	46
rüüstama	V	11	8	3
rüütel	S	18	2	16
saabas	S	44	16	28
saabuma	V	214	103	111
saabumine	S	37	18	19
saabunu	S	18	6	12
saabuv	A	23	17	6
saadav	A	26	22	4
saade	S	66	58	8
saadetis	S	9	6	3
saadik	D/S	79	57	22
saadu	S	25	19	6
saag	S	17	7	10
saagima	V	19	6	13
saaja	S	10	9	1
saak	S	39	17	22
saal	S	128	65	63
saalima	V	25	16	9
saama	V	5894	3199	2695
saamatu	A	11	4	7
saamatus	S	7	4	3
saamine	S	118	97	21
saar	S/S	180	90	90
saarlane	S	5	2	3
saast	S	6	5	1
saastama	V	10	4	6
saatanlik	A	6	2	4
saatel	D	51	17	34
saatev	A	5	1	4
saati	D	10	3	7
saatja	S	21	6	15
saatkond	S	37	33	4
saatma	V	551	263	288
saatmine	S	25	18	7
saatus	S	144	62	82
saatusekaaslane	S	5	1	4
saatuslik	A	17	10	7
saav	A	66	50	16
saavutama	V	142	112	30
saavutamine	S	23	21	2
saavutus	S	33	26	7
saba	S	56	11	45
sada	N	165	88	77
sadakond	N	18	12	6
sadam	S	178	151	27
sadama	V	173	118	55
sadu	S	37	20	17
sadul	S	17	4	13
saepuru	S	9	8	1
sagedamini	D	34	10	24
sagedane	A	12	10	2
sagedasti	D	7	4	3
sagedus	S	7	5	2
sageli	D	145	90	55
sagenema	V	7	4	3
sagin	S	5	1	4
sahin	S	8	2	6
sahtel	S	23	2	21
sai	S	57	19	38
saja-aastane	A	6	3	3
sajakroonine	A/S	8	5	3
sajand	S	176	116	60
sajandilõpp	S	5	2	3
sajanditagune	A	6	5	1
sajandivahetus	S	5	4	1
sajas	N	5	4	1
sajatama	V	5	2	3
saksa	A	202	141	61
sakslane	S	124	68	56
saladus	S	81	31	50
saladuslik	A	6	2	4
salaja	D	38	11	27
salajane	A	36	25	11
salakaubavedu	S	7	6	1
salakaup	S	10	6	4
salakaval	A	11	4	7
salamisi	D	8	1	7
salapära	S	9	2	7
salapärane	A	46	10	36
salapäraselt	D	7	1	6
salat	S	9	7	2
sale	A	27	6	21
salgama	V	38	14	24
salk	S/S	19	1	18
sallima	V	38	7	31
sallivus	S	5	2	3
salm	S	7	1	6
salong	S	27	16	11
salvama	V	5	3	2
salvestama	V	10	8	2
sama	P	856	522	334
samaaegselt	D	19	13	6
samahästi	D	6	2	4
samalaadne	A	11	9	2
samamoodi	D	21	12	9
samanimeline	A	6	5	1
samas	D	373	265	108
samastama	V	5	3	2
samasugune	P	97	51	46
samavõrd	D	5	4	1
samavõrra	D	6	3	3
sambo	S	5	3	2
samm	S	292	89	203
sammal	S	9	1	8
sammas	S	11	7	4
samm-sammult	D	6	3	3
sammuke	S	6	2	4
sammuma	V	54	4	50
samovar	S	10	4	6
samuti	D	452	325	127
sanatoorium	S	13	12	1
sang	S	8	4	4
sanitar	S	11	1	10
sant	A/S	16	3	13
sara	S	6	3	3
sarjama	V	7	6	1
sarm	S	5	3	2
sarn	S	18	12	6
sarnane	A	61	37	24
sarnanema	V	34	14	20
sarnasus	S	7	3	4
sarv	S	22	8	14
sassi	D	14	1	13
sassis	D	9	3	6
satiir	S	6	5	1
sattuma	V	280	109	171
sau	S	7	5	2
saun	S	86	17	69
savi	S	14	2	12
seade	S/S	40	36	4
seadeldis	S	6	3	3
seadma	V	186	94	92
seadmine	S	14	10	4
seadus	S	483	436	47
seaduserikkumine	S	15	13	2
seadusevastane	A	15	14	1
seaduslik	A	35	23	12
seaduslikkus	S	10	9	1
seaduslikult	D	9	8	1
seaduspära	S	5	2	3
seaduspärane	A	5	4	1
seaduspärasus	S	10	3	7
seal	D	965	279	686
sealhulgas	D	58	55	3
sealiha	S	12	11	1
sealjuures	D	31	13	18
sealne	A	73	56	17
sealsamas	D	43	7	36
sealt	D	268	91	177
seanss	S	12	10	2
seas	D	83	55	28
seast	D	24	15	9
sedakorda	D	7	2	5
sedamaid	D	12	1	11
sedamööda	D	6	2	4
sedasi	D	23	2	21
sedasorti	D	15	3	12
sedaviisi	D	9	1	8
sedavõrd	D	54	25	29
sedel	S	5	1	4
see	P	18441	7624	10817
seebimull	S	7	6	1
seedima	V	10	5	5
see-eest	D	18	7	11
seega	D	217	170	47
seejuures	D	60	32	28
seejärel	D	205	91	114
seekord	D	126	65	61
seekordne	A	23	21	2
seelik	S	19	3	16
seeläbi	D	20	15	5
seeme	S	24	8	16
seen	S	21	10	11
seep	S	18	2	16
seepeale	D	35	8	27
seepärast	D	165	75	90
seeria	S	28	25	3
seersant	S	8	5	3
sees	D	199	52	147
seesama	P	147	32	115
seesinane	P	9	3	6
seesmine	A	7	3	4
seest	D	63	11	52
seestpoolt	D	13	5	8
seesugune	P	47	11	36
seetõttu	D	172	141	31
seevastu	D	40	26	14
segadus	S	93	46	47
segaja	S	5	1	4
segama	V	155	54	101
segamatult	D	8	1	7
segamini	D	16	6	10
segane	A	51	15	36
segav	A	5	4	1
segavereline	A	8	6	2
segi	D	31	12	19
segu	S	15	10	5
segunema	V	22	6	16
seier	S	6	3	3
seif	S	15	10	5
seik	S	12	4	8
seiklema	V	7	2	5
seiklus	S	21	13	8
sein	S	265	56	209
seis	S	92	79	13
seisev	A	55	17	38
seisja	S	12	1	11
seiskuma	V	7	6	1
seisma	V	892	166	726
seismine	S	11	5	6
seisnema	V	37	31	6
seisukoht	S	194	172	22
seisukord	S	18	13	5
seisund	S	64	44	20
seisus	S	10	4	6
seitse	N	168	109	59
seitsekümmend	N	25	3	22
seitseteist	N	7	2	5
seitsmekümnes	N	7	5	2
seitsmene	A	8	2	6
seitsmes	N	25	21	4
sekeldus	S	9	4	5
sekka	D	51	18	33
sekkuma	V	35	16	19
sekkumine	S	13	11	2
sekretär	S	43	24	19
seks	S	16	7	9
seksuaalne	A	21	19	2
seksuaalsuhe	S	5	4	1
seksuaalsus	S	10	6	4
sektor	S	46	43	3
sekund	S	70	43	27
selekteerima	V	6	5	1
seletama	V	220	56	164
seletamatu	A	7	2	5
seletatav	A	5	4	1
seletus	S	45	15	30
selg	S	414	62	352
selge	A	350	181	169
selgelt	D	67	40	27
selgem	A	28	16	12
selgesti	D	47	5	42
selginema	V	6	1	5
selgitama	V	312	258	54
selgitamine	S	15	13	2
selgitus	S	33	21	12
selgitustöö	S	5	3	2
selguma	V	191	131	60
selgus	S	81	30	51
selgusetu	A	10	9	1
selili	D	21	4	17
seljakott	S	28	6	22
seljataga	D	30	7	23
seljatugi	S	9	1	8
sell	S	28	7	21
sellal	D	11	3	8
sellegipoolest	D	23	10	13
sellekohane	A	6	5	1
sellepärast	D	215	63	152
selline	P	1033	618	415
selliselt	D	12	7	5
selts	S	108	88	20
seltsima	V	8	2	6
seltsimees	S	59	4	55
seltsis	D	22	4	18
seltskond	S	101	51	50
seltskondlik	A	9	5	4
semester	S	5	4	1
seminar	S	26	22	4
senaator	S	7	6	1
seni	D	280	219	61
seniajani	D	8	3	5
senikaua	D	13	4	9
seniks	D	5	3	2
senine	A	160	133	27
senini	D	29	18	11
sensatsiooniline	A	5	2	3
sent	S	40	34	6
sentimeeter	S	41	32	9
seonduv	A	15	14	1
seos	S	90	64	26
seostama	V	20	12	8
seostuma	V	11	3	8
sepp	S	28	24	4
september	S	187	180	7
septembrikuu	S	7	6	1
serblane	S	7	6	1
seriaal	S	7	6	1
serv	S/S	72	13	59
serveerima	V	19	9	10
server	S	7	6	1
sest	D	1747	854	893
sestap	D	20	14	6
sfäär	S	9	3	6
shokk	S	9	8	1
sibul	S	31	23	8
side	S/S	56	32	24
sidrun	S	5	2	3
siduma	V	283	186	97
siga	A/S	150	63	87
sigadus	S	7	1	6
sigaret	S	49	10	39
siginema	V	15	2	13
signaal	S	24	19	5
sihilikult	D	6	2	4
siht	S	36	21	15
sihtasutus	S	31	30	1
sihtima	V	28	6	22
sihtkoht	S	6	4	2
sihuke	P	25	3	22
sihvakas	A	9	3	6
siia	D	282	51	231
siiamaani	D	33	14	19
siiani	D	86	58	28
siia-sinna	D	10	2	8
siiatulek	S	5	2	3
siil	S/S	10	6	4
siilisoeng	S	5	1	4
siin	D/S	1145	276	869
siinjuures	D	7	6	1
siinkandis	D	7	1	6
siinkohal	D	44	29	15
siinmail	D	13	3	10
siinne	A	79	34	45
siinsamas	D	56	8	48
siin-seal	D	20	5	15
siiralt	D	11	5	6
siiras	A	20	5	15
siirduma	V	24	14	10
siirus	S	7	4	3
siis	D	4529	1489	3040
siiski	D	399	206	193
siit	D	186	47	139
siitpeale	D	7	1	6
sikk	S	14	12	2
sikutama	V	21	3	18
sild	S	60	20	40
sile	A	35	8	27
sillutama	V	8	2	6
silm	S/S	1149	230	919
silmama	V	22	1	21
silmanurk	S	9	1	8
silmanähtavalt	D	14	4	10
silmapaistev	A	9	5	4
silmapiir	S	30	5	25
silmapilk	S	54	2	52
silmapilkselt	D	11	5	6
silmatorkav	A	7	4	3
silmatorkavalt	D	7	4	3
silmavaade	S	11	1	10
silmitsema	V	102	1	101
silmitsi	D	8	4	4
silmus	S	5	1	4
silp	S	7	1	6
silt	S	24	8	16
siluett	S	19	12	7
siluma	V	14	2	12
sina	P/S	5139	613	4526
sini-must-valge	A/S	7	1	6
sinine	A/S	114	22	92
sinivaal	S	9	8	1
sink	S	7	3	4
sinna	D	417	135	282
sinnapaika	D	13	1	12
sinnasamasse	D	5	1	4
sipelgas	S	7	2	5
sirel	S	8	3	5
sirelipõõsas	S	10	1	9
sirge	A/S	57	12	45
sirgelt	D	10	2	8
sirguma	V	12	4	8
sirm	S	8	2	6
sirutama	V	80	4	76
sirvima	V	9	4	5
sisaldama	V	57	44	13
sisalduma	V	9	3	6
sisaldus	S	7	5	2
sisalduv	A	5	2	3
siseasi	S	7	6	1
sisemine	A	40	20	20
siseministeerium	S	56	55	1
sisemiselt	D	11	3	8
sisemus	S	40	9	31
sisendama	V	27	5	22
sisenema	V	39	10	29
sisim	A	10	3	7
sisse	D	582	184	398
sissejuhatus	S	8	4	4
sissekirjutus	S	6	4	2
sissekäik	S	7	1	6
sissemurdmine	S	9	8	1
sissepoole	D	6	1	5
sissepääs	S	13	8	5
sissesõit	S	10	4	6
sissetoomine	S	5	4	1
sissetulek	S	46	41	5
sissevedu	S	9	8	1
sisu	S	72	31	41
sisukas	A	8	6	2
sisuline	A	28	23	5
sisuliselt	D	49	39	10
sisustama	V	14	5	9
sitke	A	7	2	5
sitt	A/S	14	1	13
situatsioon	S	29	21	8
skaala	S	12	9	3
skandaal	S	48	41	7
skeem	S	22	19	3
skorpion	S	20	19	1
